,Id,Level,cluster,day,end-time,start-time,job-id,latitude,longitude,name,priority,quantity,raw-id,required-skills,Service-duration-1,type,service-duration,
804,2714_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44298286,-113.5127254,Twin Brooks,10,1,2714_0,neighbourhood,0.4233333333,D,0.3342105263,FALSE
1824,2714_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44298286,-113.5127254,Twin Brooks,10,1,2714_1,neighbourhood,0.4233333333,D,0.3342105263,TRUE
805,2717_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.5237896,-113.508415,Garneau,10,1,2717_0,neighbourhood,0.51,D,0.4026315789,FALSE
1825,2717_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.5237896,-113.508415,Garneau,10,1,2717_1,neighbourhood,0.51,D,0.4026315789,TRUE
224,2731.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46408987,-113.4191383,WEINLOS,10,1,2731.0_0,neighbourhood,1.6666666667,D,1.3157894737,FALSE
1244,2731.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46408987,-113.4191383,WEINLOS,10,1,2731.0_1,neighbourhood,1.6666666667,D,1.3157894737,TRUE
806,2733_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44796486,-113.508894,Keheewin,10,1,2733_0,neighbourhood,0.8566666667,D,0.6763157895,FALSE
1826,2733_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44796486,-113.508894,Keheewin,10,1,2733_1,neighbourhood,0.8566666667,D,0.6763157895,TRUE
225,2738.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44587358,-113.4275826,MEYOKUMIN,10,1,2738.0_0,roadway,2.4333333333,D,1.9210526316,FALSE
1245,2738.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44587358,-113.4275826,MEYOKUMIN,10,1,2738.0_1,roadway,2.4333333333,D,1.9210526316,TRUE
807,2745_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46702377,-113.5942514,Falconer Heights/Henderson,10,1,2745_0,roadway,3.2566666667,D,2.5710526316,FALSE
1827,2745_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46702377,-113.5942514,Falconer Heights/Henderson,10,1,2745_1,roadway,3.2566666667,D,2.5710526316,TRUE
226,2753.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.50219799,-113.4796743,HAZELDEAN,10,1,2753.0_0,neighbourhood,2.2433333333,D,1.7710526316,FALSE
1246,2753.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.50219799,-113.4796743,HAZELDEAN,10,1,2753.0_1,neighbourhood,2.2433333333,D,1.7710526316,TRUE
227,2761.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44946359,-113.4197467,MEYOKUMIN,10,1,2761.0_0,roadway,2.4266666667,D,1.9157894737,FALSE
1247,2761.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44946359,-113.4197467,MEYOKUMIN,10,1,2761.0_1,roadway,2.4266666667,D,1.9157894737,TRUE
228,2762.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.52214433,-113.493411,STRATHCONA,10,1,2762.0_0,neighbourhood,3.5433333333,D,2.7973684211,FALSE
1248,2762.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.52214433,-113.493411,STRATHCONA,10,1,2762.0_1,neighbourhood,3.5433333333,D,2.7973684211,TRUE
229,2769.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.55514767,-113.41853,CAPILANO,10,1,2769.0_0,neighbourhood,2.2866666667,D,1.8052631579,FALSE
1249,2769.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.55514767,-113.41853,CAPILANO,10,1,2769.0_1,neighbourhood,2.2866666667,D,1.8052631579,TRUE
808,2779_0_B1,B1,,2,2.0d 14:45:00,2.0d 06:00:00,,53.46700039,-113.5282546,Greenfield,1,1,2779_0,roadway,1.728,D,1.3642105263,FALSE
1828,2779_1_B1,B1,,15,15.0d 14:45:00,15.0d 06:00:00,,53.46700039,-113.5282546,Greenfield,1,1,2779_1,roadway,1.728,D,1.3642105263,FALSE
809,2783_0_B1,B1,,7,7.0d 14:45:00,7.0d 06:00:00,,53.42004531,-113.5343542,Rutherford,1,1,2783_0,neighbourhood,1.1733333333,D,0.9263157895,FALSE
1829,2783_1_B1,B1,,17,17.0d 14:45:00,17.0d 06:00:00,,53.42004531,-113.5343542,Rutherford,1,1,2783_1,neighbourhood,1.1733333333,D,0.9263157895,FALSE
16,279.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.52016614,-113.4404997,KENILWORTH,10,1,279.0_0,neighbourhood,0.4333333333,D,0.3421052632,FALSE
1036,279.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.52016614,-113.4404997,KENILWORTH,10,1,279.0_1,neighbourhood,0.4333333333,D,0.3421052632,TRUE
230,2798.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.54443227,-113.4273885,FULTON PLACE,10,1,2798.0_0,neighbourhood,0.3666666667,D,0.2894736842,FALSE
1250,2798.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.54443227,-113.4273885,FULTON PLACE,10,1,2798.0_1,neighbourhood,0.3666666667,D,0.2894736842,TRUE
548,28_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44904096,-113.5396948,Twin Brooks,10,1,28_0,neighbourhood,6.2566666667,D,4.9394736842,FALSE
1568,28_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44904096,-113.5396948,Twin Brooks,10,1,28_1,neighbourhood,6.2566666667,D,4.9394736842,TRUE
810,2803_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46652412,-113.5264901,Sweet Grass,10,1,2803_0,roadway,6.215,D,4.9065789474,FALSE
1830,2803_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46652412,-113.5264901,Sweet Grass,10,1,2803_1,roadway,6.215,D,4.9065789474,TRUE
2132,2812_0_A2,A2,,6,6.0d 14:45:00,6.0d 06:00:00,,53.52423438,-113.5359884,Windsor Park,1,1,2812_0,neighbourhood,1.8766666667,D,1.4815789474,
2249,2812_1_A2,A2,,12,12.0d 14:45:00,12.0d 06:00:00,,53.52423438,-113.5359884,Windsor Park,1,1,2812_1,neighbourhood,1.8766666667,D,1.4815789474,
2366,2812_2_A2,A2,,19,19.0d 14:45:00,19.0d 06:00:00,,53.52423438,-113.5359884,Windsor Park,1,1,2812_2,neighbourhood,1.8766666667,D,1.4815789474,
231,2813.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.51978075,-113.5019704,STRATHCONA,10,1,2813.0_0,neighbourhood,0.5333333333,D,0.4210526316,FALSE
1251,2813.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.51978075,-113.5019704,STRATHCONA,10,1,2813.0_1,neighbourhood,0.5333333333,D,0.4210526316,TRUE
2133,2814_0_A2,A2,,,6d 14:45:00,5d 06:00:00,,53.52240548,-113.513613,Garneau,10,1,2814_0,neighbourhood,2.5133333333,D,1.9842105263,
2250,2814_1_A2,A2,,,13d 14:45:00,12d 06:00:00,,53.52240548,-113.513613,Garneau,10,1,2814_1,neighbourhood,2.5133333333,D,1.9842105263,
2367,2814_2_A2,A2,,,20d 14:45:00,19d 06:00:00,,53.52240548,-113.513613,Garneau,10,1,2814_2,neighbourhood,2.5133333333,D,1.9842105263,
811,2823_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46227281,-113.5390154,Sweet Grass,10,1,2823_0,neighbourhood,0.95,D,0.75,FALSE
1831,2823_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46227281,-113.5390154,Sweet Grass,10,1,2823_1,neighbourhood,0.95,D,0.75,FALSE
812,2824_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.48144791,-113.5497135,Whitemud Creek Ravine South,10,1,2824_0,neighbourhood,5.94,D,4.6894736842,FALSE
1832,2824_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.48144791,-113.5497135,Whitemud Creek Ravine South,10,1,2824_1,neighbourhood,5.94,D,4.6894736842,FALSE
813,2826_0_B1,B1,,8,9d 14:45:00,0d 06:00:00,,53.44666423,-113.5880112,Terwilleger TOWNE,1,1,2826_0,neighbourhood,1.92,D,1.5157894737,FALSE
1833,2826_1_B1,B1,,14,20d 14:45:00,10d 06:00:00,,53.44666423,-113.5880112,Terwilleger TOWNE,1,1,2826_1,neighbourhood,1.92,D,1.5157894737,FALSE
814,2827_0_B1,B1,,3,9d 14:45:00,0d 06:00:00,,53.4606655,-113.5639836,Hodgson,1,1,2827_0,neighbourhood,1.89,D,1.4921052632,FALSE
1834,2827_1_B1,B1,,12,20d 14:45:00,10d 06:00:00,,53.4606655,-113.5639836,Hodgson,1,1,2827_1,neighbourhood,1.89,D,1.4921052632,FALSE
815,2835_0_B1,B1,,6,10d 14:45:00,10d 06:00:00,,53.42502398,-113.5198188,MacEwan,1,1,2835_0,neighbourhood,0.79,D,0.6236842105,FALSE
1835,2835_1_B1,B1,,18,20d 14:45:00,20d 06:00:00,,53.42502398,-113.5198188,MacEwan,1,1,2835_1,neighbourhood,0.79,D,0.6236842105,FALSE
816,2837_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44803943,-113.5597389,McGrath,10,1,2837_0,neighbourhood,0.1866666667,D,0.1473684211,FALSE
1836,2837_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44803943,-113.5597389,McGrath,10,1,2837_1,neighbourhood,0.1866666667,D,0.1473684211,FALSE
2134,2842_0_A2,A2,,6,6.0d 14:45:00,6.0d 06:00:00,,53.47364825,-113.5249193,Greenfield,1,1,2842_0,neighbourhood,5.98,D,4.7210526316,
2251,2842_1_A2,A2,,12,12.0d 14:45:00,12.0d 06:00:00,,53.47364825,-113.5249193,Greenfield,1,1,2842_1,neighbourhood,5.98,D,4.7210526316,
2368,2842_2_A2,A2,,20,20.0d 14:45:00,20d 06:00:00,,53.47364825,-113.5249193,Greenfield,1,1,2842_2,neighbourhood,5.98,D,4.7210526316,
232,2846.0_0_B1,B1,,8,9d 14:45:00,0d 06:00:00,,53.51414833,-113.4213001,DAVIES INDUSTRIAL EAST,1,1,2846.0_0,roadway,0.5533333333,D,0.4368421053,FALSE
1252,2846.0_1_B1,B1,,14,20d 14:45:00,10d 06:00:00,,53.51414833,-113.4213001,DAVIES INDUSTRIAL EAST,1,1,2846.0_1,roadway,0.5533333333,D,0.4368421053,FALSE
2135,2854_0_A2,A2,,6,6.0d 14:45:00,6.0d 06:00:00,,53.51359696,-113.5049073,Queen Alexanda,1,1,2854_0,neighbourhood,1.7366666667,D,1.3710526316,
2252,2854_1_A2,A2,,12,12.0d 14:45:00,12.0d 06:00:00,,53.51359696,-113.5049073,Queen Alexanda,1,1,2854_1,neighbourhood,1.7366666667,D,1.3710526316,
2369,2854_2_A2,A2,,19,19.0d 14:45:00,19.0d 06:00:00,,53.51359696,-113.5049073,Queen Alexanda,1,1,2854_2,neighbourhood,1.7366666667,D,1.3710526316,
2136,2859_0_A2,A2,,6,6.0d 14:45:00,6.0d 06:00:00,,53.49963223,-113.5060312,Allendale,1,1,2859_0,neighbourhood,0.5433333333,D,0.4289473684,
2253,2859_1_A2,A2,,12,12.0d 14:45:00,12.0d 06:00:00,,53.49963223,-113.5060312,Allendale,1,1,2859_1,neighbourhood,0.5433333333,D,0.4289473684,
2370,2859_2_A2,A2,,20,20.0d 14:45:00,20d 06:00:00,,53.49963223,-113.5060312,Allendale,1,1,2859_2,neighbourhood,0.5433333333,D,0.4289473684,
233,2860.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.51080315,-113.4810636,RITCHIE,10,1,2860.0_0,neighbourhood,5.4366666667,D,4.2921052632,FALSE
1253,2860.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.51080315,-113.4810636,RITCHIE,10,1,2860.0_1,neighbourhood,5.4366666667,D,4.2921052632,FALSE
234,2870.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44309506,-113.4053314,POLLARD MEADOWS,10,1,2870.0_0,roadway,0.4166666667,D,0.3289473684,FALSE
1254,2870.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44309506,-113.4053314,POLLARD MEADOWS,10,1,2870.0_1,roadway,0.4166666667,D,0.3289473684,FALSE
2137,2871_0_A2,A2,,5,5.0d 14:45:00,5.0d 06:00:00,,53.47280759,-113.50692,Duggan,1,1,2871_0,neighbourhood,5.3366666667,D,4.2131578947,
2254,2871_1_A2,A2,,12,12.0d 14:45:00,12.0d 06:00:00,,53.47280759,-113.50692,Duggan,1,1,2871_1,neighbourhood,5.3366666667,D,4.2131578947,
2371,2871_2_A2,A2,,19,19.0d 14:45:00,19.0d 06:00:00,,53.47280759,-113.50692,Duggan,1,1,2871_2,neighbourhood,5.3366666667,D,4.2131578947,
817,2875_0_B1,B1,,4,9d 14:45:00,0d 06:00:00,,53.46002767,-113.557942,Hodgson,1,1,2875_0,neighbourhood,0.9266666667,D,0.7315789474,FALSE
1837,2875_1_B1,B1,,10,20d 14:45:00,10d 06:00:00,,53.46002767,-113.557942,Hodgson,1,1,2875_1,neighbourhood,0.9266666667,D,0.7315789474,FALSE
235,2892.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45516891,-113.4144723,WEINLOS,10,1,2892.0_0,roadway,2.6233333333,D,2.0710526316,FALSE
1255,2892.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45516891,-113.4144723,WEINLOS,10,1,2892.0_1,roadway,2.6233333333,D,2.0710526316,FALSE
236,2899.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.5468906,-113.4283128,FULTON PLACE,10,1,2899.0_0,neighbourhood,0.3333333333,D,0.2631578947,FALSE
1256,2899.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.5468906,-113.4283128,FULTON PLACE,10,1,2899.0_1,neighbourhood,0.3333333333,D,0.2631578947,FALSE
237,2900.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.54251483,-113.4338293,TERRACE HEIGHTS,10,1,2900.0_0,neighbourhood,0.33,D,0.2605263158,FALSE
1257,2900.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.54251483,-113.4338293,TERRACE HEIGHTS,10,1,2900.0_1,neighbourhood,0.33,D,0.2605263158,FALSE
2399,291.0_0_B1,B1,1,,9d 14:45:00,0d 06:00:00,,53.45275672,-113.4456286,EKOTA,1,1,291.0_0,neighbourhood,1.976,D,1.56,FALSE
2399,291.0_1_B1,B1,1,,20d 14:45:00,10d 06:00:00,,53.45275672,-113.4456286,EKOTA,1,1,291.0_0,neighbourhood,1.976,D,1.56,FALSE
238,2913.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45914321,-113.4262274,TAWA,10,1,2913.0_0,roadway,1.0866666667,D,0.8578947368,FALSE
1258,2913.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45914321,-113.4262274,TAWA,10,1,2913.0_1,roadway,1.0866666667,D,0.8578947368,FALSE
239,2914.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45858925,-113.439506,KAMEYOSEK,10,1,2914.0_0,roadway,1.2666666667,D,1,FALSE
1259,2914.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45858925,-113.439506,KAMEYOSEK,10,1,2914.0_1,roadway,1.2666666667,D,1,FALSE
240,2915.0_0_B1,B1,,1,9d 14:45:00,0d 06:00:00,,53.45856711,-113.4369712,KAMEYOSEK,1,1,2915.0_0,roadway,0.55,D,0.4342105263,FALSE
1260,2915.0_1_B1,B1,,16,20d 14:45:00,10d 06:00:00,,53.45856711,-113.4369712,KAMEYOSEK,1,1,2915.0_1,roadway,0.55,D,0.4342105263,FALSE
2138,2920_0_A2,A2,,5,5.0d 14:45:00,5.0d 06:00:00,,53.46388565,-113.5056304,Steinhauer,1,1,2920_0,neighbourhood,3,D,2.3684210526,
2255,2920_1_A2,A2,,13,13.0d 14:45:00,13.0d 06:00:00,,53.46388565,-113.5056304,Steinhauer,1,1,2920_1,neighbourhood,3,D,2.3684210526,
2372,2920_2_A2,A2,,19,19.0d 14:45:00,19.0d 06:00:00,,53.46388565,-113.5056304,Steinhauer,1,1,2920_2,neighbourhood,3,D,2.3684210526,
241,2921.0_0_B1,B1,,0,9d 14:45:00,0d 06:00:00,,53.45907884,-113.3992562,BISSET,1,1,2921.0_0,neighbourhood,0.2233333333,D,0.1763157895,FALSE
1261,2921.0_1_B1,B1,,10,20d 14:45:00,10d 06:00:00,,53.45907884,-113.3992562,BISSET,1,1,2921.0_1,neighbourhood,0.2233333333,D,0.1763157895,FALSE
818,2922_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.49143387,-113.5172225,Lendrum Place,10,1,2922_0,neighbourhood,0.3133333333,D,0.2473684211,FALSE
1838,2922_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.49143387,-113.5172225,Lendrum Place,10,1,2922_1,neighbourhood,0.3133333333,D,0.2473684211,FALSE
819,2928_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.50048202,-113.5123701,Parkallen,10,1,2928_0,neighbourhood,0.8066666667,D,0.6368421053,FALSE
1839,2928_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.50048202,-113.5123701,Parkallen,10,1,2928_1,neighbourhood,0.8066666667,D,0.6368421053,FALSE
242,2935.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45861646,-113.4426731,KAMEYOSEK,10,1,2935.0_0,roadway,2.8433333333,D,2.2447368421,FALSE
1262,2935.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45861646,-113.4426731,KAMEYOSEK,10,1,2935.0_1,roadway,2.8433333333,D,2.2447368421,FALSE
820,2938_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.47878055,-113.5655134,Bulyea Heights,10,1,2938_0,neighbourhood,0.5033333333,D,0.3973684211,FALSE
1840,2938_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.47878055,-113.5655134,Bulyea Heights,10,1,2938_1,neighbourhood,0.5033333333,D,0.3973684211,FALSE
821,2953_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.454681,-113.5561072,Hodgson,10,1,2953_0,neighbourhood,0.96,D,0.7578947368,FALSE
1841,2953_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.454681,-113.5561072,Hodgson,10,1,2953_1,neighbourhood,0.96,D,0.7578947368,FALSE
243,2954.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45106918,-113.4498968,SATOO,10,1,2954.0_0,roadway,1.7133333333,D,1.3526315789,FALSE
1263,2954.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45106918,-113.4498968,SATOO,10,1,2954.0_1,roadway,1.7133333333,D,1.3526315789,FALSE
244,2955.0_0_B1,B1,,2,9d 14:45:00,0d 06:00:00,,53.4619236,-113.465737,TIPASKAN,1,1,2955.0_0,roadway,1.75,D,1.3815789474,FALSE
1264,2955.0_1_B1,B1,,15,20d 14:45:00,10d 06:00:00,,53.4619236,-113.465737,TIPASKAN,1,1,2955.0_1,roadway,1.75,D,1.3815789474,FALSE
822,2957_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.43597972,-113.6241597,Windermere,10,1,2957_0,neighbourhood,1.5366666667,D,1.2131578947,FALSE
1842,2957_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.43597972,-113.6241597,Windermere,10,1,2957_1,neighbourhood,1.5366666667,D,1.2131578947,FALSE
245,2966.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.47495989,-113.3835263,LARKSPUR,10,1,2966.0_0,neighbourhood,1.4,D,1.1052631579,FALSE
1265,2966.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.47495989,-113.3835263,LARKSPUR,10,1,2966.0_1,neighbourhood,1.4,D,1.1052631579,FALSE
2055,2970_0_0_A1,A1,,,4d 14:45:00,4d 06:00:00,,53.4828979,-113.4211068,MILL WOODS GOLF COURSE,1,1,2970_0,neighbourhood,6.3587307692,D,5.0200506073,
2172,2970_0_1_A1,A1,,,11d 14:45:00,11d 06:00:00,,53.4828979,-113.4211068,MILL WOODS GOLF COURSE,1,1,2970_1,neighbourhood,6.3587307692,D,5.0200506073,
2289,2970_0_2_A1,A1,,,18d 14:45:00,18d 06:00:00,,53.4828979,-113.4211068,MILL WOODS GOLF COURSE,1,1,2970_2,neighbourhood,6.3587307692,D,5.0200506073,
2056,2970_1_0_A1,A1,,,4d 14:45:00,4d 06:00:00,,53.4828979,-113.4211068,MILL WOODS GOLF COURSE,1,1,2970_0,neighbourhood,6.3587307692,D,5.0200506073,
2173,2970_1_1_A1,A1,,,11d 14:45:00,11d 06:00:00,,53.4828979,-113.4211068,MILL WOODS GOLF COURSE,1,1,2970_1,neighbourhood,6.3587307692,D,5.0200506073,
2290,2970_1_2_A1,A1,,,18d 14:45:00,18d 06:00:00,,53.4828979,-113.4211068,MILL WOODS GOLF COURSE,1,1,2970_2,neighbourhood,6.3587307692,D,5.0200506073,
823,2971_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.454623278,-113.539117741,BLUE QUILL ESTATES,10,1,2971_0,roadway,0.25,D,0.1973684211,FALSE
1843,2971_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.454623278,-113.539117741,BLUE QUILL ESTATES,10,1,2971_1,roadway,0.25,D,0.1973684211,FALSE
824,2972_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46336809,-113.5176874,Sweet Grass,10,1,2972_0,neighbourhood,0.26,D,0.2052631579,FALSE
1844,2972_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46336809,-113.5176874,Sweet Grass,10,1,2972_1,neighbourhood,0.26,D,0.2052631579,FALSE
246,2973_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.51591628,-113.4046955,MORRIS INDUSTRIAL,10,1,2973_0,roadway,1.7066666667,D,1.3473684211,FALSE
1266,2973_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.51591628,-113.4046955,MORRIS INDUSTRIAL,10,1,2973_1,roadway,1.7066666667,D,1.3473684211,FALSE
247,2975_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.47167685,-113.4076796,KINISKI GARDENS,10,1,2975_0,neighbourhood,1.0866666667,D,0.8578947368,FALSE
1267,2975_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.47167685,-113.4076796,KINISKI GARDENS,10,1,2975_1,neighbourhood,1.0866666667,D,0.8578947368,FALSE
2139,2978_0_A2,A2,,6,6.0d 14:45:00,6.0d 06:00:00,,53.48440534,-113.5305618,Malmo Plains,1,1,2978_0,neighbourhood,3.0866666667,D,2.4368421053,
2256,2978_1_A2,A2,,13,13.0d 14:45:00,13.0d 06:00:00,,53.48440534,-113.5305618,Malmo Plains,1,1,2978_1,neighbourhood,3.0866666667,D,2.4368421053,
2373,2978_2_A2,A2,,19,19.0d 14:45:00,19.0d 06:00:00,,53.48440534,-113.5305618,Malmo Plains,1,1,2978_2,neighbourhood,3.0866666667,D,2.4368421053,
248,2985_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.49343282,-113.4670906,CORONET ADDITION INDUSTRIAL,10,1,2985_0,roadway,0.4066666667,D,0.3210526316,FALSE
1268,2985_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.49343282,-113.4670906,CORONET ADDITION INDUSTRIAL,10,1,2985_1,roadway,0.4066666667,D,0.3210526316,FALSE
2140,2988_0_A2,A2,,6,6.0d 14:45:00,6.0d 06:00:00,,53.49858577,-113.5158266,Parkallen,1,1,2988_0,neighbourhood,1.6133333333,D,1.2736842105,
2257,2988_1_A2,A2,,13,13.0d 14:45:00,13.0d 06:00:00,,53.49858577,-113.5158266,Parkallen,1,1,2988_1,neighbourhood,1.6133333333,D,1.2736842105,
2374,2988_2_A2,A2,,20,20.0d 14:45:00,20d 06:00:00,,53.49858577,-113.5158266,Parkallen,1,1,2988_2,neighbourhood,1.6133333333,D,1.2736842105,
825,2990_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44415821,-113.5401771,Twin Brooks,10,1,2990_0,neighbourhood,0.5733333333,D,0.4526315789,FALSE
1845,2990_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44415821,-113.5401771,Twin Brooks,10,1,2990_1,neighbourhood,0.5733333333,D,0.4526315789,FALSE
2141,2992_0_A2,A2,,6,6.0d 14:45:00,6.0d 06:00:00,,53.48911263,-113.5223643,Lendrum Place,1,1,2992_0,neighbourhood,3.3333333333,D,2.6315789474,
2258,2992_1_A2,A2,,12,12.0d 14:45:00,12.0d 06:00:00,,53.48911263,-113.5223643,Lendrum Place,1,1,2992_1,neighbourhood,3.3333333333,D,2.6315789474,
2375,2992_2_A2,A2,,19,19.0d 14:45:00,19.0d 06:00:00,,53.48911263,-113.5223643,Lendrum Place,1,1,2992_2,neighbourhood,3.3333333333,D,2.6315789474,
249,2996_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.49806329,-113.4674924,ROSEDALE INDUSTRIAL,10,1,2996_0,roadway,0.19,D,0.15,FALSE
1269,2996_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.49806329,-113.4674924,ROSEDALE INDUSTRIAL,10,1,2996_1,roadway,0.19,D,0.15,TRUE
826,2997_0_B1,B1,,4,4.0d 14:45:00,4.0d 06:00:00,,53.49160219,-113.5693168,Brookside,1,1,2997_0,neighbourhood,3.5033333333,D,2.7657894737,FALSE
1846,2997_1_B1,B1,,11,11.0d 14:45:00,11.0d 06:00:00,,53.49160219,-113.5693168,Brookside,1,1,2997_1,neighbourhood,3.5033333333,D,2.7657894737,FALSE
827,2998_0_B1,B1,,4,4.0d 14:45:00,4.0d 06:00:00,,53.49441798,-113.5738646,Brander Gardens,1,1,2998_0,neighbourhood,0.34,D,0.2684210526,FALSE
1847,2998_1_B1,B1,,11,11.0d 14:45:00,11.0d 06:00:00,,53.49441798,-113.5738646,Brander Gardens,1,1,2998_1,neighbourhood,0.34,D,0.2684210526,FALSE
2453,3009_0_B1,B1,62,,11d 14:45:00,10d 06:00:00,,53.43702428,-113.6231656,Windermere South,1,1,3009_0,neighbourhood,0.403,D,0.3181578947,FALSE
2453,3009_1_B1,B1,62,,20d 14:45:00,19d 06:00:00,,53.43702428,-113.6231656,Windermere South,1,1,3009_0,neighbourhood,0.403,D,0.3181578947,FALSE
250,3025_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.48169349,-113.4117433,JACKSON HEIGHTS,10,1,3025_0,neighbourhood,0.3933333333,D,0.3105263158,FALSE
1270,3025_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.48169349,-113.4117433,JACKSON HEIGHTS,10,1,3025_1,neighbourhood,0.3933333333,D,0.3105263158,TRUE
251,3026_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.47320273,-113.4063568,KINISKI GARDENS,10,1,3026_0,neighbourhood,0.44,D,0.3473684211,FALSE
1271,3026_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.47320273,-113.4063568,KINISKI GARDENS,10,1,3026_1,neighbourhood,0.44,D,0.3473684211,TRUE
252,3041_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.48179332,-113.4036836,KINISKI GARDENS,10,1,3041_0,neighbourhood,4.5666666667,D,3.6052631579,FALSE
