,Id,Level,cluster,day,end-time,start-time,job-id,latitude,longitude,name,priority,quantity,raw-id,required-skills,Service-duration-1,type,service-duration,
526,7130_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44777249,-113.3920759,LAUREL,10,1,7130_0,neighbourhood,0.2266666667,D,0.1789473684,FALSE
1546,7130_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44777249,-113.3920759,LAUREL,10,1,7130_1,neighbourhood,0.2266666667,D,0.1789473684,TRUE
527,7149_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.469401597,-113.368503714,WILDROSE/TAMARACK,10,1,7149_0,roadway,4.4833333333,D,3.5394736842,FALSE
1547,7149_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.469401597,-113.368503714,WILDROSE/TAMARACK,10,1,7149_1,roadway,4.4833333333,D,3.5394736842,TRUE
584,718_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.50285263,-113.5165057,Parkallen,10,1,718_0,neighbourhood,0.2066666667,D,0.1631578947,FALSE
1604,718_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.50285263,-113.5165057,Parkallen,10,1,718_1,neighbourhood,0.2066666667,D,0.1631578947,TRUE
955,7189_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.4039632,-113.5236226,Callaghan,10,1,7189_0,neighbourhood,5.3966666667,D,4.2605263158,FALSE
1975,7189_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.4039632,-113.5236226,Callaghan,10,1,7189_1,neighbourhood,5.3966666667,D,4.2605263158,TRUE
2393,72.0_0_B1,B1,3,,11d 14:45:00,10d 06:00:00,,53.48499448,-113.4147234,JACKSON HEIGHTS,1,1,72.0_0,neighbourhood,1.2046666667,D,0.9510526316,FALSE
2393,72.0_1_B1,B1,3,,20d 14:45:00,19d 06:00:00,,53.48499448,-113.4147234,JACKSON HEIGHTS,1,1,72.0_0,neighbourhood,1.2046666667,D,0.9510526316,FALSE
956,7229_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.41603776,-113.5144931,Blackmud Creek,10,1,7229_0,neighbourhood,0.6333333333,D,0.5,FALSE
1976,7229_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.41603776,-113.5144931,Blackmud Creek,10,1,7229_1,neighbourhood,0.6333333333,D,0.5,TRUE
47,724.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.48643348,-113.4537909,MCINTYRE INDUSTRIAL,10,1,724.0_0,roadway,0.2966666667,D,0.2342105263,FALSE
1067,724.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.48643348,-113.4537909,MCINTYRE INDUSTRIAL,10,1,724.0_1,roadway,0.2966666667,D,0.2342105263,TRUE
957,7250_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.40691532,-113.5193319,Callaghan,10,1,7250_0,neighbourhood,0.85,D,0.6710526316,FALSE
1977,7250_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.40691532,-113.5193319,Callaghan,10,1,7250_1,neighbourhood,0.85,D,0.6710526316,TRUE
958,7289_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4026653,-113.5696752,Chappelle Gardens,10,1,7289_0,neighbourhood,0.4333333333,D,0.3421052632,FALSE
1978,7289_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4026653,-113.5696752,Chappelle Gardens,10,1,7289_1,neighbourhood,0.4333333333,D,0.3421052632,TRUE
959,7291_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.39970149,-113.5744992,Chappelle Gardens,10,1,7291_0,neighbourhood,0.1666666667,D,0.1315789474,FALSE
1979,7291_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.39970149,-113.5744992,Chappelle Gardens,10,1,7291_1,neighbourhood,0.1666666667,D,0.1315789474,TRUE
960,7292_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.40198967,-113.5756783,Chappelle Gardens,10,1,7292_0,neighbourhood,0.4333333333,D,0.3421052632,FALSE
1980,7292_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.40198967,-113.5756783,Chappelle Gardens,10,1,7292_1,neighbourhood,0.4333333333,D,0.3421052632,TRUE
2426,73_0_B1,B1,32,,11d 14:45:00,10d 06:00:00,,53.44092299,-113.5226604,Twin Brooks,1,1,73_0,neighbourhood,0.7366666667,D,0.5815789474,FALSE
2426,73_1_B1,B1,32,,20d 14:45:00,19d 06:00:00,,53.44092299,-113.5226604,Twin Brooks,1,1,73_0,neighbourhood,0.7366666667,D,0.5815789474,FALSE
2042,735.0_0_A1,A1,,,6d 14:45:00,5d 06:00:00,,53.50944504,-113.4667607,HAZELDEAN,10,1,735.0_0,neighbourhood,1.19,D,0.9394736842,
2159,735.0_1_A1,A1,,,13d 14:45:00,12d 06:00:00,,53.50944504,-113.4667607,HAZELDEAN,10,1,735.0_1,neighbourhood,1.19,D,0.9394736842,
2276,735.0_2_A1,A1,,,20d 14:45:00,19d 06:00:00,,53.50944504,-113.4667607,HAZELDEAN,10,1,735.0_2,neighbourhood,1.19,D,0.9394736842,
961,7409_0_B1,B1,,7,7.0d 14:45:00,7.0d 06:00:00,,53.43527717,-113.5699569,MacTaggert,1,1,7409_0,neighbourhood,0.61,D,0.4815789474,FALSE
1981,7409_1_B1,B1,,14,14.0d 14:45:00,14.0d 06:00:00,,53.43527717,-113.5699569,MacTaggert,1,1,7409_1,neighbourhood,0.61,D,0.4815789474,FALSE
528,7430_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44484975,-113.390003,LAUREL,10,1,7430_0,neighbourhood,1.4933333333,D,1.1789473684,FALSE
1548,7430_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44484975,-113.390003,LAUREL,10,1,7430_1,neighbourhood,1.4933333333,D,1.1789473684,TRUE
962,7469_0_B1,B1,,7,7.0d 14:45:00,7.0d 06:00:00,,53.415095585,-113.537049321,Rutherford,1,1,7469_0,neighbourhood,0.7766666667,D,0.6131578947,FALSE
1982,7469_1_B1,B1,,18,18.0d 14:45:00,18.0d 06:00:00,,53.415095585,-113.537049321,Rutherford,1,1,7469_1,neighbourhood,0.7766666667,D,0.6131578947,FALSE
585,752_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.49984532,-113.5136611,Parkallen,10,1,752_0,neighbourhood,0.3666666667,D,0.2894736842,FALSE
1605,752_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.49984532,-113.5136611,Parkallen,10,1,752_1,neighbourhood,0.3666666667,D,0.2894736842,TRUE
963,7569_0_B1,B1,,2,2.0d 14:45:00,2.0d 06:00:00,,53.42584743,-113.4918388,Ellerslie SW,1,1,7569_0,roadway,0.8433333333,D,0.6657894737,FALSE
1983,7569_1_B1,B1,,16,16.0d 14:45:00,16.0d 06:00:00,,53.42584743,-113.4918388,Ellerslie SW,1,1,7569_1,roadway,0.8433333333,D,0.6657894737,FALSE
586,761_0_B1,B1,,8,8.0d 14:45:00,8.0d 06:00:00,,53.43804279,-113.5716399,Terwilleger South,1,1,761_0,neighbourhood,1,D,0.7894736842,FALSE
1606,761_1_B1,B1,,14,14.0d 14:45:00,14.0d 06:00:00,,53.43804279,-113.5716399,Terwilleger South,1,1,761_1,neighbourhood,1,D,0.7894736842,FALSE
964,7649_0_B1,B1,,8,8.0d 14:45:00,8.0d 06:00:00,,53.48884512,-113.5305284,Lendrum Place,1,1,7649_0,neighbourhood,1.0133333333,D,0.8,FALSE
1984,7649_1_B1,B1,,14,14.0d 14:45:00,14.0d 06:00:00,,53.48884512,-113.5305284,Lendrum Place,1,1,7649_1,neighbourhood,1.0133333333,D,0.8,FALSE
2444,769_0_B1,B1,50,,11d 14:45:00,10d 06:00:00,,53.42995528,-113.5126025,Blackburne,1,1,769_0,neighbourhood,1.0616666667,D,0.8381578947,FALSE
2444,769_1_B1,B1,50,,20d 14:45:00,19d 06:00:00,,53.42995528,-113.5126025,Blackburne,1,1,769_0,neighbourhood,1.0616666667,D,0.8381578947,FALSE
48,777.0_0_B1,B1,,2,2.0d 14:45:00,2.0d 06:00:00,,53.44096431,-113.3942473,CRAWFORD PLAINS,1,1,777.0_0,roadway,1.1666666667,D,0.9210526316,FALSE
1068,777.0_1_B1,B1,,17,17.0d 14:45:00,17.0d 06:00:00,,53.44096431,-113.3942473,CRAWFORD PLAINS,1,1,777.0_1,roadway,1.1666666667,D,0.9210526316,FALSE
49,786.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4680613,-113.3865062,WILD ROSE,10,1,786.0_0,neighbourhood,0.17,D,0.1342105263,FALSE
1069,786.0_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.4680613,-113.3865062,WILD ROSE,10,1,786.0_1,neighbourhood,0.17,D,0.1342105263,TRUE
50,787.0_0_B1,B1,,6,6.0d 14:45:00,6.0d 06:00:00,,53.42230666,-113.4668491,SUMMERSIDE,1,1,787.0_0,neighbourhood,1.1333333333,D,0.8947368421,FALSE
1070,787.0_1_B1,B1,,20,20.0d 14:45:00,20d 06:00:00,,53.42230666,-113.4668491,SUMMERSIDE,1,1,787.0_1,neighbourhood,1.1333333333,D,0.8947368421,FALSE
51,789.0_0_B1,B1,,2,2.0d 14:45:00,2.0d 06:00:00,,53.45895751,-113.4568045,TIPASKAN,1,1,789.0_0,roadway,1.8666666667,D,1.4736842105,FALSE
1071,789.0_1_B1,B1,,15,15.0d 14:45:00,15.0d 06:00:00,,53.45895751,-113.4568045,TIPASKAN,1,1,789.0_1,roadway,1.8666666667,D,1.4736842105,FALSE
965,7913_0_B1,B1,,3,3.0d 14:45:00,3.0d 06:00:00,,53.39985703,-113.5160464,Allard,1,1,7913_0,neighbourhood,0.5533333333,D,0.4368421053,FALSE
1985,7913_1_B1,B1,,20,20.0d 14:45:00,20d 06:00:00,,53.39985703,-113.5160464,Allard,1,1,7913_1,neighbourhood,0.5533333333,D,0.4368421053,FALSE
966,7914_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.40284942,-113.5130897,Allard,10,1,7914_0,neighbourhood,0.58,D,0.4578947368,FALSE
1986,7914_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.40284942,-113.5130897,Allard,10,1,7914_1,neighbourhood,0.58,D,0.4578947368,TRUE
967,7933_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.40393783,-113.5163583,Allard,10,1,7933_0,neighbourhood,0.3566666667,D,0.2815789474,FALSE
1987,7933_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.40393783,-113.5163583,Allard,10,1,7933_1,neighbourhood,0.3566666667,D,0.2815789474,TRUE
968,7953_0_B1,B1,,7,7.0d 14:45:00,7.0d 06:00:00,,53.40961566,-113.5725276,Chappelle,1,1,7953_0,neighbourhood,0.66,D,0.5210526316,FALSE
1988,7953_1_B1,B1,,14,14.0d 14:45:00,14.0d 06:00:00,,53.40961566,-113.5725276,Chappelle,1,1,7953_1,neighbourhood,0.66,D,0.5210526316,FALSE
2459,8013_0_B1,B1,69,,11d 14:45:00,10d 06:00:00,,53.41524143,-113.5644566,Paisley,1,1,8013_0,neighbourhood,0.884,D,0.6978947368,FALSE
2459,8013_1_B1,B1,69,,20d 14:45:00,19d 06:00:00,,53.41524143,-113.5644566,Paisley,1,1,8013_0,neighbourhood,0.884,D,0.6978947368,FALSE
969,8063_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4241814,-113.6194316,Windermere,10,1,8063_0,neighbourhood,0.2466666667,D,0.1947368421,FALSE
1989,8063_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4241814,-113.6194316,Windermere,10,1,8063_1,neighbourhood,0.2466666667,D,0.1947368421,TRUE
970,8080_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.3996218,-113.5308136,Allard,10,1,8080_0,neighbourhood,0.3466666667,D,0.2736842105,FALSE
1990,8080_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.3996218,-113.5308136,Allard,10,1,8080_1,neighbourhood,0.3466666667,D,0.2736842105,TRUE
971,8082_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.43316884,-113.6271649,Windermere,10,1,8082_0,neighbourhood,0.5966666667,D,0.4710526316,FALSE
1991,8082_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.43316884,-113.6271649,Windermere,10,1,8082_1,neighbourhood,0.5966666667,D,0.4710526316,TRUE
972,8099_0_B1,B1,,3,3.0d 14:45:00,3.0d 06:00:00,,53.40340524,-113.5331111,Allard,1,1,8099_0,neighbourhood,0.9166666667,D,0.7236842105,FALSE
1992,8099_1_B1,B1,,20,20.0d 14:45:00,20d 06:00:00,,53.40340524,-113.5331111,Allard,1,1,8099_1,neighbourhood,0.9166666667,D,0.7236842105,FALSE
973,8100_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.40491663,-113.5376919,Allard,10,1,8100_0,neighbourhood,0.5166666667,D,0.4078947368,FALSE
1993,8100_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.40491663,-113.5376919,Allard,10,1,8100_1,neighbourhood,0.5166666667,D,0.4078947368,TRUE
587,814_0_B1,B1,,0,0.0d 14:45:00,0.0d 06:00:00,,53.47994354,-113.5290232,Royal Gardens,1,1,814_0,neighbourhood,2.1,D,1.6578947368,FALSE
1607,814_1_B1,B1,,17,17.0d 14:45:00,17.0d 06:00:00,,53.47994354,-113.5290232,Royal Gardens,1,1,814_1,neighbourhood,2.1,D,1.6578947368,FALSE
974,8144_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.43257757,-113.5680072,MacTaggert,10,1,8144_0,neighbourhood,0.35,D,0.2763157895,FALSE
1994,8144_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.43257757,-113.5680072,MacTaggert,10,1,8144_1,neighbourhood,0.35,D,0.2763157895,TRUE
975,8188_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.40236044,-113.5285985,Allard,10,1,8188_0,neighbourhood,0.29,D,0.2289473684,FALSE
1995,8188_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.40236044,-113.5285985,Allard,10,1,8188_1,neighbourhood,0.29,D,0.2289473684,TRUE
52,820.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45229309,-113.4495041,SATOO,10,1,820.0_0,neighbourhood,0.1866666667,D,0.1473684211,FALSE
1072,820.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45229309,-113.4495041,SATOO,10,1,820.0_1,neighbourhood,0.1866666667,D,0.1473684211,TRUE
2460,8202_0_B1,B1,66,,11d 14:45:00,10d 06:00:00,,53.42454448,-113.5928904,Glenridding Heights,1,1,8202_0,neighbourhood,0.1776666667,D,0.1402631579,FALSE
2460,8202_1_B1,B1,66,,20d 14:45:00,19d 06:00:00,,53.42454448,-113.5928904,Glenridding Heights,1,1,8202_0,neighbourhood,0.1776666667,D,0.1402631579,FALSE
588,821_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.48126055,-113.5359931,Royal Gardens,10,1,821_0,neighbourhood,0.36,D,0.2842105263,FALSE
1608,821_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.48126055,-113.5359931,Royal Gardens,10,1,821_1,neighbourhood,0.36,D,0.2842105263,TRUE
2445,822_0_B1,B1,42,,11d 14:45:00,10d 06:00:00,,53.43670696,-113.5383577,Twin Brooks,1,1,822_0,neighbourhood,0.1646666667,D,0.13,FALSE
2445,822_1_B1,B1,42,,20d 14:45:00,19d 06:00:00,,53.43670696,-113.5383577,Twin Brooks,1,1,822_0,neighbourhood,0.1646666667,D,0.13,FALSE
2043,826.0_0_A2,A2,,,6d 14:45:00,5d 06:00:00,,53.52278344,-113.495112,STRATHCONA,10,1,826.0_0,neighbourhood,0.8366666667,D,0.6605263158,
2160,826.0_1_A2,A2,,,13d 14:45:00,12d 06:00:00,,53.52278344,-113.495112,STRATHCONA,10,1,826.0_1,neighbourhood,0.8366666667,D,0.6605263158,
2277,826.0_2_A2,A2,,,20d 14:45:00,19d 06:00:00,,53.52278344,-113.495112,STRATHCONA,10,1,826.0_2,neighbourhood,0.8366666667,D,0.6605263158,
976,8264_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4262753,-113.4996507,Richford,10,1,8264_0,neighbourhood,0.89,D,0.7026315789,FALSE
1996,8264_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4262753,-113.4996507,Richford,10,1,8264_1,neighbourhood,0.89,D,0.7026315789,TRUE
2076,827_0_A2,A2,,3,3.0d 14:45:00,3.0d 06:00:00,,53.51638268,-113.5217269,Garneau,1,1,827_0,neighbourhood,1.9266666667,D,1.5210526316,
2193,827_1_A2,A2,,11,11.0d 14:45:00,11.0d 06:00:00,,53.51638268,-113.5217269,Garneau,1,1,827_1,neighbourhood,1.9266666667,D,1.5210526316,
2310,827_2_A2,A2,,18,18.0d 14:45:00,18.0d 06:00:00,,53.51638268,-113.5217269,Garneau,1,1,827_2,neighbourhood,1.9266666667,D,1.5210526316,
529,8287_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44606634,-113.385804236,Laurel,10,1,8287_0,neighbourhood,1.7066666667,D,1.3473684211,FALSE
1549,8287_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44606634,-113.385804236,Laurel,10,1,8287_1,neighbourhood,1.7066666667,D,1.3473684211,FALSE
977,8362_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.42610124,-113.4879477,Ellerslie SW,10,1,8362_0,neighbourhood,0.35,D,0.2763157895,FALSE
1997,8362_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42610124,-113.4879477,Ellerslie SW,10,1,8362_1,neighbourhood,0.35,D,0.2763157895,FALSE
530,8382_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.459029552,-113.363658425,TAMARACK,10,1,8382_0,neighbourhood,0.8,D,0.6315789474,FALSE
1550,8382_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.459029552,-113.363658425,TAMARACK,10,1,8382_1,neighbourhood,0.8,D,0.6315789474,FALSE
53,841.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.52354243,-113.4443855,IDYLWYLDE,10,1,841.0_0,neighbourhood,0.5,D,0.3947368421,FALSE
1073,841.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.52354243,-113.4443855,IDYLWYLDE,10,1,841.0_1,neighbourhood,0.5,D,0.3947368421,FALSE
531,8442_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.40568068,-113.4728549,Laurel,10,1,8442_0,neighbourhood,0.2933333333,D,0.2315789474,FALSE
1551,8442_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.40568068,-113.4728549,Laurel,10,1,8442_1,neighbourhood,0.2933333333,D,0.2315789474,FALSE
532,8443_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.40568068,-113.4728549,Summerside,10,1,8443_0,neighbourhood,0.2,D,0.1578947368,FALSE
1552,8443_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.40568068,-113.4728549,Summerside,10,1,8443_1,neighbourhood,0.2,D,0.1578947368,FALSE
978,8466_0_B1,B1,,4,4.0d 14:45:00,4.0d 06:00:00,,53.44601712,-113.6187991,Windermere,1,1,8466_0,neighbourhood,0.3866666667,D,0.3052631579,FALSE
1998,8466_1_B1,B1,,12,12.0d 14:45:00,12.0d 06:00:00,,53.44601712,-113.6187991,Windermere,1,1,8466_1,neighbourhood,0.3866666667,D,0.3052631579,FALSE
979,8482_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44428829,-113.615913,Windermere,10,1,8482_0,neighbourhood,0.2033333333,D,0.1605263158,FALSE
1999,8482_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44428829,-113.615913,Windermere,10,1,8482_1,neighbourhood,0.2033333333,D,0.1605263158,FALSE
589,861_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44216316,-113.5329408,Twin Brooks,10,1,861_0,neighbourhood,2.9466666667,D,2.3263157895,FALSE
1609,861_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44216316,-113.5329408,Twin Brooks,10,1,861_1,neighbourhood,2.9466666667,D,2.3263157895,FALSE
980,8648_0_B1,B1,,7,7.0d 14:45:00,7.0d 06:00:00,,53.44567646,-113.5040594,Bearspaw,1,1,8648_0,neighbourhood,2.0866666667,D,1.6473684211,FALSE
2000,8648_1_B1,B1,,18,18.0d 14:45:00,18.0d 06:00:00,,53.44567646,-113.5040594,Bearspaw,1,1,8648_1,neighbourhood,2.0866666667,D,1.6473684211,FALSE
2461,8685_0_B1,B1,68,,11d 14:45:00,10d 06:00:00,,53.42977565,-113.6001076,Ambleside,1,1,8685_0,neighbourhood,0.2426666667,D,0.1915789474,FALSE
2461,8685_1_B1,B1,68,,20d 14:45:00,19d 06:00:00,,53.42977565,-113.6001076,Ambleside,1,1,8685_0,neighbourhood,0.2426666667,D,0.1915789474,FALSE
54,881.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.5024862,-113.45885,ARGYLL,10,1,881.0_0,neighbourhood,0.5266666667,D,0.4157894737,FALSE
1074,881.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.5024862,-113.45885,ARGYLL,10,1,881.0_1,neighbourhood,0.5266666667,D,0.4157894737,FALSE
55,883.0_0_B1,B1,,10,10d 14:45:00,10d 06:00:00,,53.53870576,-113.4795739,CLOVERDALE,1,1,883.0_0,neighbourhood,4,D,3.1578947368,FALSE
1075,883.0_1_B1,B1,,20,20.0d 14:45:00,20d 06:00:00,,53.53870576,-113.4795739,CLOVERDALE,1,1,883.0_1,neighbourhood,4,D,3.1578947368,FALSE
981,9071_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.43158761,-113.6175458,Windermere,10,1,9071_0,neighbourhood,0.26,D,0.2052631579,FALSE
2001,9071_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.43158761,-113.6175458,Windermere,10,1,9071_1,neighbourhood,0.26,D,0.2052631579,FALSE
982,9072_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4300738,-113.6161871,Windermere,10,1,9072_0,neighbourhood,0.31,D,0.2447368421,FALSE
2002,9072_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4300738,-113.6161871,Windermere,10,1,9072_1,neighbourhood,0.31,D,0.2447368421,FALSE
590,909_0_B1,B1,,4,4.0d 14:45:00,4.0d 06:00:00,,53.46483969,-113.5767544,Carter Crest,1,1,909_0,neighbourhood,0.2,D,0.1578947368,FALSE
1610,909_1_B1,B1,,12,12.0d 14:45:00,12.0d 06:00:00,,53.46483969,-113.5767544,Carter Crest,1,1,909_1,neighbourhood,0.2,D,0.1578947368,FALSE
983,9126_0_B1,B1,,3,3.0d 14:45:00,3.0d 06:00:00,,53.40001977,-113.5283453,Allard,1,1,9126_0,neighbourhood,0.6233333333,D,0.4921052632,FALSE
2003,9126_1_B1,B1,,20,20.0d 14:45:00,20d 06:00:00,,53.40001977,-113.5283453,Allard,1,1,9126_1,neighbourhood,0.6233333333,D,0.4921052632,FALSE
533,9146_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4894329,-113.3920124,SOUTHEAST INDUSTRIAL,10,1,9146_0,neighbourhood,0.57,D,0.45,FALSE
1553,9146_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4894329,-113.3920124,SOUTHEAST INDUSTRIAL,10,1,9146_1,neighbourhood,0.57,D,0.45,FALSE
984,9149_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.41472596,-113.5185806,Callaghan,10,1,9149_0,neighbourhood,0.4833333333,D,0.3815789474,FALSE
2004,9149_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.41472596,-113.5185806,Callaghan,10,1,9149_1,neighbourhood,0.4833333333,D,0.3815789474,FALSE
534,9226_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.41760122,-113.4274566,WALKER,10,1,9226_0,neighbourhood,0.7233333333,D,0.5710526316,FALSE
1554,9226_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.41760122,-113.4274566,WALKER,10,1,9226_1,neighbourhood,0.7233333333,D,0.5710526316,FALSE
56,926.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.52461864,-113.4895913,STRATHCONA,10,1,926.0_0,neighbourhood,0.7133333333,D,0.5631578947,FALSE
1076,926.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.52461864,-113.4895913,STRATHCONA,10,1,926.0_1,neighbourhood,0.7133333333,D,0.5631578947,FALSE
552,93_0_B1,B1,,8,8.0d 14:45:00,8.0d 06:00:00,,53.45191419,-113.5734249,Terwilleger TOWNE,1,1,93_0,neighbourhood,0.2233333333,D,0.1763157895,FALSE
1572,93_1_B1,B1,,10,20d 14:45:00,20d 06:00:00,,53.45191419,-113.5734249,Terwilleger TOWNE,1,1,93_1,neighbourhood,0.2233333333,D,0.1763157895,FALSE
591,930_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.49932034,-113.5778442,Brander Gardens,10,1,930_0,neighbourhood,1.0833333333,D,0.8552631579,FALSE
1611,930_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.49932034,-113.5778442,Brander Gardens,10,1,930_1,neighbourhood,1.0833333333,D,0.8552631579,FALSE
592,931_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.43810876,-113.5418529,Twin Brooks,10,1,931_0,neighbourhood,0.2933333333,D,0.2315789474,FALSE
1612,931_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.43810876,-113.5418529,Twin Brooks,10,1,931_1,neighbourhood,0.2933333333,D,0.2315789474,FALSE
985,9327_0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.454584691,-113.589521824,Terwillegar Towne/Haddow,1,1,9327_0,roadway,4.7133333333,D,3.7210526316,FALSE
2005,9327_0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.454584691,-113.589521824,Terwillegar Towne/Haddow,1,1,9327_1,roadway,4.7133333333,D,3.7210526316,FALSE
986,9327_1_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.454584691,-113.589521824,Terwillegar Towne/Haddow,1,1,9327_0,roadway,4.7133333333,D,3.7210526316,FALSE
2006,9327_1_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.454584691,-113.589521824,Terwillegar Towne/Haddow,1,1,9327_1,roadway,4.7133333333,D,3.7210526316,FALSE
2446,934_0_B1,B1,46,,11d 14:45:00,10d 06:00:00,,53.43901847,-113.5667779,Terwilleger South,1,1,934_0,neighbourhood,0.7626666667,D,0.6021052632,FALSE
2446,934_1_B1,B1,46,,20d 14:45:00,19d 06:00:00,,53.43901847,-113.5667779,Terwilleger South,1,1,934_0,neighbourhood,0.7626666667,D,0.6021052632,FALSE
535,9354_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.53407858,-113.483941,Cloverdale,10,1,9354_0,neighbourhood,1.2966666667,D,1.0236842105,FALSE
1555,9354_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.53407858,-113.483941,Cloverdale,10,1,9354_1,neighbourhood,1.2966666667,D,1.0236842105,FALSE
987,9363_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.454535479,-113.550616423,Hodgson/Magrath Heights,10,1,9363_0,roadway,1.2166666667,D,0.9605263158,FALSE
2007,9363_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.454535479,-113.550616423,Hodgson/Magrath Heights,10,1,9363_1,roadway,1.2166666667,D,0.9605263158,FALSE
